power_usage,timestamp,temperature,time_id,weather_id,summary,device_id
1.9819970065671144,1747924084,7.49080237694725,1,1,Rainy,1
0.0,1747924084,7.49080237694725,1,1,Rainy,2
0.0,1747924084,7.49080237694725,1,1,Rainy,3
0.1569375523088543,1747924084,7.49080237694725,1,1,Rainy,4
0.1297673715592845,1747924084,7.49080237694725,1,1,Rainy,5
0.4502465740331,1747924084,7.49080237694725,1,1,Rainy,6
0.0,1747924084,7.49080237694725,1,1,Rainy,7
0.445378189027196,1747924084,7.49080237694725,1,1,Rainy,8
0.6775437433886158,1747924084,7.49080237694725,1,1,Rainy,9
0.0,1747924084,7.49080237694725,1,1,Rainy,10
0.4666505127911916,1747924084,7.49080237694725,1,1,Rainy,11
0.0,1747924084,7.49080237694725,1,1,Rainy,12
0.0,1747924084,7.49080237694725,1,1,Rainy,13
0.2452759168690065,1747924084,7.49080237694725,1,1,Rainy,14
-0.0917173949330819,1747924084,7.49080237694725,1,1,Rainy,15
0.0,1747927684,15.593820005455385,2,2,Cloudy,1
0.0,1747927684,15.593820005455385,2,2,Cloudy,2
0.0,1747927684,15.593820005455385,2,2,Cloudy,3
0.277521665898791,1747927684,15.593820005455385,2,2,Cloudy,4
0.1659763640453083,1747927684,15.593820005455385,2,2,Cloudy,5
0.7463919957293501,1747927684,15.593820005455385,2,2,Cloudy,6
0.0,1747927684,15.593820005455385,2,2,Cloudy,7
0.3415211322575902,1747927684,15.593820005455385,2,2,Cloudy,8
0.9060896021247072,1747927684,15.593820005455385,2,2,Cloudy,9
2.453730014440898,1747927684,15.593820005455385,2,2,Cloudy,10
0.2196521182524977,1747927684,15.593820005455385,2,2,Cloudy,11
0.0,1747927684,15.593820005455385,2,2,Cloudy,12
1.233787098783008,1747927684,15.593820005455385,2,2,Cloudy,13
0.2328974615968955,1747927684,15.593820005455385,2,2,Cloudy,14
-0.8900466011060912,1747927684,15.593820005455385,2,2,Cloudy,15
0.0,1747931284,3.119890406724053,3,3,Rainy,1
2.1826134532805765,1747931284,3.119890406724053,3,3,Rainy,2
1.8721809218929364,1747931284,3.119890406724053,3,3,Rainy,3
0.1735701389214917,1747931284,3.119890406724053,3,3,Rainy,4
0.1136982222309527,1747931284,3.119890406724053,3,3,Rainy,5
0.6542581670183576,1747931284,3.119890406724053,3,3,Rainy,6
0.0,1747931284,3.119890406724053,3,3,Rainy,7
0.3334459563910726,1747931284,3.119890406724053,3,3,Rainy,8
0.3925003647189024,1747931284,3.119890406724053,3,3,Rainy,9
0.0,1747931284,3.119890406724053,3,3,Rainy,10
0.3506500379505649,1747931284,3.119890406724053,3,3,Rainy,11
1.2,1747931284,3.119890406724053,3,3,Rainy,12
0.0,1747931284,3.119890406724053,3,3,Rainy,13
0.1907031285517026,1747931284,3.119890406724053,3,3,Rainy,14
-0.2296244459829335,1747931284,3.119890406724053,3,3,Rainy,15
1.9819970065671144,1747934884,6.674172222780436,4,4,Cloudy,1
1.9561857742020543,1747934884,6.674172222780436,4,4,Cloudy,2
0.0,1747934884,6.674172222780436,4,4,Cloudy,3
0.1285648220973765,1747934884,6.674172222780436,4,4,Cloudy,4
0.1686866493734909,1747934884,6.674172222780436,4,4,Cloudy,5
0.8020534617072941,1747934884,6.674172222780436,4,4,Cloudy,6
0.0,1747934884,6.674172222780436,4,4,Cloudy,7
0.2151753251743742,1747934884,6.674172222780436,4,4,Cloudy,8
0.7168353046659711,1747934884,6.674172222780436,4,4,Cloudy,9
0.0,1747934884,6.674172222780436,4,4,Cloudy,10
0.4285317801400974,1747934884,6.674172222780436,4,4,Cloudy,11
0.0,1747934884,6.674172222780436,4,4,Cloudy,12
0.0,1747934884,6.674172222780436,4,4,Cloudy,13
0.3959916159440917,1747934884,6.674172222780436,4,4,Cloudy,14
-0.3540362888980227,1747934884,6.674172222780436,4,4,Cloudy,15
0.0,1747938484,0.4116898859160489,5,5,Cloudy,1
1.9527000837917328,1747938484,0.4116898859160489,5,5,Cloudy,2
1.1593685627043406,1747938484,0.4116898859160489,5,5,Cloudy,3
0.2391763148736969,1747938484,0.4116898859160489,5,5,Cloudy,4
0.1913299711600034,1747938484,0.4116898859160489,5,5,Cloudy,5
0.8830521538750404,1747938484,0.4116898859160489,5,5,Cloudy,6
0.0,1747938484,0.4116898859160489,5,5,Cloudy,7
0.2587841623615246,1747938484,0.4116898859160489,5,5,Cloudy,8
0.6145401367512751,1747938484,0.4116898859160489,5,5,Cloudy,9
0.0,1747938484,0.4116898859160489,5,5,Cloudy,10
0.3047225589754496,1747938484,0.4116898859160489,5,5,Cloudy,11
0.0,1747938484,0.4116898859160489,5,5,Cloudy,12
1.233787098783008,1747938484,0.4116898859160489,5,5,Cloudy,13
0.1815961968950144,1747938484,0.4116898859160489,5,5,Cloudy,14
-0.8324426408004217,1747938484,0.4116898859160489,5,5,Cloudy,15
0.0,1747942084,4.246782213565523,6,6,Cloudy,1
0.0,1747942084,4.246782213565523,6,6,Cloudy,2
2.0352566059064983,1747942084,4.246782213565523,6,6,Cloudy,3
0.1329156289427005,1747942084,4.246782213565523,6,6,Cloudy,4
0.1608583154639908,1747942084,4.246782213565523,6,6,Cloudy,5
0.8199050480304921,1747942084,4.246782213565523,6,6,Cloudy,6
0.0,1747942084,4.246782213565523,6,6,Cloudy,7
0.5668312795461915,1747942084,4.246782213565523,6,6,Cloudy,8
0.5956044789850821,1747942084,4.246782213565523,6,6,Cloudy,9
0.0,1747942084,4.246782213565523,6,6,Cloudy,10
0.3871918136081539,1747942084,4.246782213565523,6,6,Cloudy,11
0.0,1747942084,4.246782213565523,6,6,Cloudy,12
0.0,1747942084,4.246782213565523,6,6,Cloudy,13
0.2470120619321686,1747942084,4.246782213565523,6,6,Cloudy,14
-0.4961057796456087,1747942084,4.246782213565523,6,6,Cloudy,15
1.9819970065671144,1747945684,12.349630192554333,7,7,Clear,1
0.0,1747945684,12.349630192554333,7,7,Clear,2
0.0,1747945684,12.349630192554333,7,7,Clear,3
0.250736103108598,1747945684,12.349630192554333,7,7,Clear,4
0.1559855380034477,1747945684,12.349630192554333,7,7,Clear,5
0.8925928189728995,1747945684,12.349630192554333,7,7,Clear,6
0.0,1747945684,12.349630192554333,7,7,Clear,7
0.5993109715492986,1747945684,12.349630192554333,7,7,Clear,8
0.4767927498886677,1747945684,12.349630192554333,7,7,Clear,9
0.0,1747945684,12.349630192554333,7,7,Clear,10
0.224404135395704,1747945684,12.349630192554333,7,7,Clear,11
0.0,1747945684,12.349630192554333,7,7,Clear,12
0.0,1747945684,12.349630192554333,7,7,Clear,13
0.2214679290469199,1747945684,12.349630192554333,7,7,Clear,14
-1.8118910790805949,1747945684,12.349630192554333,7,7,Clear,15
0.0,1747949284,8.638900372842315,8,8,Rainy,1
0.0,1747949284,8.638900372842315,8,8,Rainy,2
0.0,1747949284,8.638900372842315,8,8,Rainy,3
0.2936224472812233,1747949284,8.638900372842315,8,8,Rainy,4
0.196111826802164,1747949284,8.638900372842315,8,8,Rainy,5
0.3447064613387167,1747949284,8.638900372842315,8,8,Rainy,6
0.0,1747949284,8.638900372842315,8,8,Rainy,7
0.5122082303478426,1747949284,8.638900372842315,8,8,Rainy,8
0.5605957597669355,1747949284,8.638900372842315,8,8,Rainy,9
0.0,1747949284,8.638900372842315,8,8,Rainy,10
0.2224233811700579,1747949284,8.638900372842315,8,8,Rainy,11
1.2,1747949284,8.638900372842315,8,8,Rainy,12
0.0,1747949284,8.638900372842315,8,8,Rainy,13
0.1510748277885226,1747949284,8.638900372842315,8,8,Rainy,14
-0.2623873301291946,1747949284,8.638900372842315,8,8,Rainy,15
0.0,1747952884,7.997219434305109,9,9,Cloudy,1
2.249322502807007,1747952884,7.997219434305109,9,9,Cloudy,2
0.0,1747952884,7.997219434305109,9,9,Cloudy,3
0.2559105737590523,1747952884,7.997219434305109,9,9,Cloudy,4
0.1627396555315846,1747952884,7.997219434305109,9,9,Cloudy,5
0.3221340267662247,1747952884,7.997219434305109,9,9,Cloudy,6
0.0,1747952884,7.997219434305109,9,9,Cloudy,7
0.3147250499093947,1747952884,7.997219434305109,9,9,Cloudy,8
0.375705529216566,1747952884,7.997219434305109,9,9,Cloudy,9
4.089774529390332,1747952884,7.997219434305109,9,9,Cloudy,10
0.3670336087194242,1747952884,7.997219434305109,9,9,Cloudy,11
0.0,1747952884,7.997219434305109,9,9,Cloudy,12
0.0,1747952884,7.997219434305109,9,9,Cloudy,13
0.1607856457375835,1747952884,7.997219434305109,9,9,Cloudy,14
-0.146072324267609,1747952884,7.997219434305109,9,9,Cloudy,15
1.9819970065671144,1747956484,7.327236865873834,10,10,Cloudy,1
0.0,1747956484,7.327236865873834,10,10,Cloudy,2
0.0,1747956484,7.327236865873834,10,10,Cloudy,3
0.1044898496862649,1747956484,7.327236865873834,10,10,Cloudy,4
0.1259550433273082,1747956484,7.327236865873834,10,10,Cloudy,5
0.4809503973897157,1747956484,7.327236865873834,10,10,Cloudy,6
0.0,1747956484,7.327236865873834,10,10,Cloudy,7
0.360978055377437,1747956484,7.327236865873834,10,10,Cloudy,8
0.4761192788353776,1747956484,7.327236865873834,10,10,Cloudy,9
0.0,1747956484,7.327236865873834,10,10,Cloudy,10
0.3821635495893936,1747956484,7.327236865873834,10,10,Cloudy,11
0.0,1747956484,7.327236865873834,10,10,Cloudy,12
1.233787098783008,1747956484,7.327236865873834,10,10,Cloudy,13
0.3754908226029319,1747956484,7.327236865873834,10,10,Cloudy,14
-0.0453032172664104,1747956484,7.327236865873834,10,10,Cloudy,15
1.9819970065671144,1747960084,12.367720186661746,11,11,Clear,1
2.710160354473151,1747960084,12.367720186661746,11,11,Clear,2
0.0,1747960084,12.367720186661746,11,11,Clear,3
0.0,1747960084,12.367720186661746,11,11,Clear,4
0.129239102384774,1747960084,12.367720186661746,11,11,Clear,5
0.9304662588760396,1747960084,12.367720186661746,11,11,Clear,6
0.0,1747960084,12.367720186661746,11,11,Clear,7
0.495801381962433,1747960084,12.367720186661746,11,11,Clear,8
0.4903755754446578,1747960084,12.367720186661746,11,11,Clear,9
0.0,1747960084,12.367720186661746,11,11,Clear,10
0.4748038798048575,1747960084,12.367720186661746,11,11,Clear,11
0.0,1747960084,12.367720186661746,11,11,Clear,12
0.0,1747960084,12.367720186661746,11,11,Clear,13
0.1597132917461057,1747960084,12.367720186661746,11,11,Clear,14
-1.785586096034029,1747960084,12.367720186661746,11,11,Clear,15
0.0,1747963684,11.84829137724085,12,12,Cloudy,1
2.735619581926201,1747963684,11.84829137724085,12,12,Cloudy,2
2.249787489678181,1747963684,11.84829137724085,12,12,Cloudy,3
0.0,1747963684,11.84829137724085,12,12,Cloudy,4
0.1705306642535927,1747963684,11.84829137724085,12,12,Cloudy,5
0.8765614756887816,1747963684,11.84829137724085,12,12,Cloudy,6
0.0,1747963684,11.84829137724085,12,12,Cloudy,7
0.5874054227532792,1747963684,11.84829137724085,12,12,Cloudy,8
0.8044675072220975,1747963684,11.84829137724085,12,12,Cloudy,9
0.0,1747963684,11.84829137724085,12,12,Cloudy,10
0.1899354298871898,1747963684,11.84829137724085,12,12,Cloudy,11
0.0,1747963684,11.84829137724085,12,12,Cloudy,12
0.0,1747963684,11.84829137724085,12,12,Cloudy,13
0.1627558390242527,1747963684,11.84829137724085,12,12,Cloudy,14
-2.6498510168408016,1747963684,11.84829137724085,12,12,Cloudy,15
0.0,1747967284,13.606150771755594,13,13,Cloudy,1
2.799275563303544,1747967284,13.606150771755594,13,13,Cloudy,2
0.0,1747967284,13.606150771755594,13,13,Cloudy,3
0.1112004617878,1747967284,13.606150771755594,13,13,Cloudy,4
0.1735436593892186,1747967284,13.606150771755594,13,13,Cloudy,5
0.777909108456718,1747967284,13.606150771755594,13,13,Cloudy,6
0.0,1747967284,13.606150771755594,13,13,Cloudy,7
0.382188468291747,1747967284,13.606150771755594,13,13,Cloudy,8
0.3339852990462042,1747967284,13.606150771755594,13,13,Cloudy,9
0.0,1747967284,13.606150771755594,13,13,Cloudy,10
0.2872870384351876,1747967284,13.606150771755594,13,13,Cloudy,11
