timestamp,temperature,summary,time_id,weather_id,device_id,power_usage
1747924084,7.49080237694725,Rainy,1,1,1,1.9819970065671144
1747924084,7.49080237694725,Rainy,1,1,2,0.0
1747924084,7.49080237694725,Rainy,1,1,3,0.0
1747924084,7.49080237694725,Rainy,1,1,4,0.1569375523088543
1747924084,7.49080237694725,Rainy,1,1,5,0.1297673715592845
1747924084,7.49080237694725,Rainy,1,1,6,0.4502465740331
1747924084,7.49080237694725,Rainy,1,1,7,0.0
1747924084,7.49080237694725,Rainy,1,1,8,0.445378189027196
1747924084,7.49080237694725,Rainy,1,1,9,0.6775437433886158
1747924084,7.49080237694725,Rainy,1,1,10,0.0
1747924084,7.49080237694725,Rainy,1,1,11,0.4666505127911916
1747924084,7.49080237694725,Rainy,1,1,12,0.0
1747924084,7.49080237694725,Rainy,1,1,13,0.0
1747924084,7.49080237694725,Rainy,1,1,14,0.2452759168690065
1747924084,7.49080237694725,Rainy,1,1,15,-0.0917173949330819
1747927684,15.593820005455385,Cloudy,2,2,1,0.0
1747927684,15.593820005455385,Cloudy,2,2,2,0.0
1747927684,15.593820005455385,Cloudy,2,2,3,0.0
1747927684,15.593820005455385,Cloudy,2,2,4,0.277521665898791
1747927684,15.593820005455385,Cloudy,2,2,5,0.1659763640453083
1747927684,15.593820005455385,Cloudy,2,2,6,0.7463919957293501
1747927684,15.593820005455385,Cloudy,2,2,7,0.0
1747927684,15.593820005455385,Cloudy,2,2,8,0.3415211322575902
1747927684,15.593820005455385,Cloudy,2,2,9,0.9060896021247072
1747927684,15.593820005455385,Cloudy,2,2,10,2.453730014440898
1747927684,15.593820005455385,Cloudy,2,2,11,0.2196521182524977
1747927684,15.593820005455385,Cloudy,2,2,12,0.0
1747927684,15.593820005455385,Cloudy,2,2,13,1.233787098783008
1747927684,15.593820005455385,Cloudy,2,2,14,0.2328974615968955
1747927684,15.593820005455385,Cloudy,2,2,15,-0.8900466011060912
1747931284,3.119890406724053,Rainy,3,3,1,0.0
1747931284,3.119890406724053,Rainy,3,3,2,2.1826134532805765
1747931284,3.119890406724053,Rainy,3,3,3,1.8721809218929364
1747931284,3.119890406724053,Rainy,3,3,4,0.1735701389214917
1747931284,3.119890406724053,Rainy,3,3,5,0.1136982222309527
1747931284,3.119890406724053,Rainy,3,3,6,0.6542581670183576
1747931284,3.119890406724053,Rainy,3,3,7,0.0
1747931284,3.119890406724053,Rainy,3,3,8,0.3334459563910726
1747931284,3.119890406724053,Rainy,3,3,9,0.3925003647189024
1747931284,3.119890406724053,Rainy,3,3,10,0.0
1747931284,3.119890406724053,Rainy,3,3,11,0.3506500379505649
1747931284,3.119890406724053,Rainy,3,3,12,1.2
1747931284,3.119890406724053,Rainy,3,3,13,0.0
1747931284,3.119890406724053,Rainy,3,3,14,0.1907031285517026
1747931284,3.119890406724053,Rainy,3,3,15,-0.2296244459829335
1747934884,6.674172222780436,Cloudy,4,4,1,1.9819970065671144
1747934884,6.674172222780436,Cloudy,4,4,2,1.9561857742020543
1747934884,6.674172222780436,Cloudy,4,4,3,0.0
1747934884,6.674172222780436,Cloudy,4,4,4,0.1285648220973765
1747934884,6.674172222780436,Cloudy,4,4,5,0.1686866493734909
1747934884,6.674172222780436,Cloudy,4,4,6,0.8020534617072941
1747934884,6.674172222780436,Cloudy,4,4,7,0.0
1747934884,6.674172222780436,Cloudy,4,4,8,0.2151753251743742
1747934884,6.674172222780436,Cloudy,4,4,9,0.7168353046659711
1747934884,6.674172222780436,Cloudy,4,4,10,0.0
1747934884,6.674172222780436,Cloudy,4,4,11,0.4285317801400974
1747934884,6.674172222780436,Cloudy,4,4,12,0.0
1747934884,6.674172222780436,Cloudy,4,4,13,0.0
1747934884,6.674172222780436,Cloudy,4,4,14,0.3959916159440917
1747934884,6.674172222780436,Cloudy,4,4,15,-0.3540362888980227
1747938484,0.4116898859160489,Cloudy,5,5,1,0.0
1747938484,0.4116898859160489,Cloudy,5,5,2,1.9527000837917328
1747938484,0.4116898859160489,Cloudy,5,5,3,1.1593685627043406
1747938484,0.4116898859160489,Cloudy,5,5,4,0.2391763148736969
1747938484,0.4116898859160489,Cloudy,5,5,5,0.1913299711600034
1747938484,0.4116898859160489,Cloudy,5,5,6,0.8830521538750404
1747938484,0.4116898859160489,Cloudy,5,5,7,0.0
1747938484,0.4116898859160489,Cloudy,5,5,8,0.2587841623615246
1747938484,0.4116898859160489,Cloudy,5,5,9,0.6145401367512751
1747938484,0.4116898859160489,Cloudy,5,5,10,0.0
1747938484,0.4116898859160489,Cloudy,5,5,11,0.3047225589754496
1747938484,0.4116898859160489,Cloudy,5,5,12,0.0
1747938484,0.4116898859160489,Cloudy,5,5,13,1.233787098783008
1747938484,0.4116898859160489,Cloudy,5,5,14,0.1815961968950144
1747938484,0.4116898859160489,Cloudy,5,5,15,-0.8324426408004217
1747942084,4.246782213565523,Cloudy,6,6,1,0.0
1747942084,4.246782213565523,Cloudy,6,6,2,0.0
1747942084,4.246782213565523,Cloudy,6,6,3,2.0352566059064983
1747942084,4.246782213565523,Cloudy,6,6,4,0.1329156289427005
1747942084,4.246782213565523,Cloudy,6,6,5,0.1608583154639908
1747942084,4.246782213565523,Cloudy,6,6,6,0.8199050480304921
1747942084,4.246782213565523,Cloudy,6,6,7,0.0
1747942084,4.246782213565523,Cloudy,6,6,8,0.5668312795461915
1747942084,4.246782213565523,Cloudy,6,6,9,0.5956044789850821
1747942084,4.246782213565523,Cloudy,6,6,10,0.0
1747942084,4.246782213565523,Cloudy,6,6,11,0.3871918136081539
1747942084,4.246782213565523,Cloudy,6,6,12,0.0
1747942084,4.246782213565523,Cloudy,6,6,13,0.0
1747942084,4.246782213565523,Cloudy,6,6,14,0.2470120619321686
1747942084,4.246782213565523,Cloudy,6,6,15,-0.4961057796456087
1747945684,12.349630192554333,Clear,7,7,1,1.9819970065671144
1747945684,12.349630192554333,Clear,7,7,2,0.0
1747945684,12.349630192554333,Clear,7,7,3,0.0
1747945684,12.349630192554333,Clear,7,7,4,0.250736103108598
1747945684,12.349630192554333,Clear,7,7,5,0.1559855380034477
1747945684,12.349630192554333,Clear,7,7,6,0.8925928189728995
1747945684,12.349630192554333,Clear,7,7,7,0.0
1747945684,12.349630192554333,Clear,7,7,8,0.5993109715492986
1747945684,12.349630192554333,Clear,7,7,9,0.4767927498886677
1747945684,12.349630192554333,Clear,7,7,10,0.0
1747945684,12.349630192554333,Clear,7,7,11,0.224404135395704
1747945684,12.349630192554333,Clear,7,7,12,0.0
1747945684,12.349630192554333,Clear,7,7,13,0.0
1747945684,12.349630192554333,Clear,7,7,14,0.2214679290469199
1747945684,12.349630192554333,Clear,7,7,15,-1.8118910790805949
1747949284,8.638900372842315,Rainy,8,8,1,0.0
1747949284,8.638900372842315,Rainy,8,8,2,0.0
1747949284,8.638900372842315,Rainy,8,8,3,0.0
1747949284,8.638900372842315,Rainy,8,8,4,0.2936224472812233
1747949284,8.638900372842315,Rainy,8,8,5,0.196111826802164
1747949284,8.638900372842315,Rainy,8,8,6,0.3447064613387167
1747949284,8.638900372842315,Rainy,8,8,7,0.0
1747949284,8.638900372842315,Rainy,8,8,8,0.5122082303478426
1747949284,8.638900372842315,Rainy,8,8,9,0.5605957597669355
1747949284,8.638900372842315,Rainy,8,8,10,0.0
1747949284,8.638900372842315,Rainy,8,8,11,0.2224233811700579
1747949284,8.638900372842315,Rainy,8,8,12,1.2
1747949284,8.638900372842315,Rainy,8,8,13,0.0
1747949284,8.638900372842315,Rainy,8,8,14,0.1510748277885226
1747949284,8.638900372842315,Rainy,8,8,15,-0.2623873301291946
1747952884,7.997219434305109,Cloudy,9,9,1,0.0
1747952884,7.997219434305109,Cloudy,9,9,2,2.249322502807007
1747952884,7.997219434305109,Cloudy,9,9,3,0.0
