power_usage,time_id,device_id,room_id,summary,timestamp,room_name
1.9819970065671144,1,1,1,Rainy,1747924084,Kitchen
0.0,1,2,5,Rainy,1747924084,Basement
0.0,1,3,5,Rainy,1747924084,Basement
0.1569375523088543,1,4,3,Rainy,1747924084,Home Office
0.1297673715592845,1,5,1,Rainy,1747924084,Kitchen
0.4502465740331,1,6,6,Rainy,1747924084,Wine Cellar
0.0,1,7,4,Rainy,1747924084,Garage
0.445378189027196,1,8,1,Rainy,1747924084,Kitchen
0.6775437433886158,1,9,1,Rainy,1747924084,Kitchen
0.0,1,10,1,Rainy,1747924084,Kitchen
0.4666505127911916,1,11,8,Rainy,1747924084,Barn
0.0,1,12,7,Rainy,1747924084,Utility
0.0,1,13,1,Rainy,1747924084,Kitchen
0.2452759168690065,1,14,2,Rainy,1747924084,Living Room
-0.0917173949330819,1,15,9,Rainy,1747924084,Roof
0.0,2,1,1,Cloudy,1747927684,Kitchen
0.0,2,2,5,Cloudy,1747927684,Basement
0.0,2,3,5,Cloudy,1747927684,Basement
0.277521665898791,2,4,3,Cloudy,1747927684,Home Office
0.1659763640453083,2,5,1,Cloudy,1747927684,Kitchen
0.7463919957293501,2,6,6,Cloudy,1747927684,Wine Cellar
0.0,2,7,4,Cloudy,1747927684,Garage
0.3415211322575902,2,8,1,Cloudy,1747927684,Kitchen
0.9060896021247072,2,9,1,Cloudy,1747927684,Kitchen
2.453730014440898,2,10,1,Cloudy,1747927684,Kitchen
0.2196521182524977,2,11,8,Cloudy,1747927684,Barn
0.0,2,12,7,Cloudy,1747927684,Utility
1.233787098783008,2,13,1,Cloudy,1747927684,Kitchen
0.2328974615968955,2,14,2,Cloudy,1747927684,Living Room
-0.8900466011060912,2,15,9,Cloudy,1747927684,Roof
0.0,3,1,1,Rainy,1747931284,Kitchen
2.1826134532805765,3,2,5,Rainy,1747931284,Basement
1.8721809218929364,3,3,5,Rainy,1747931284,Basement
0.1735701389214917,3,4,3,Rainy,1747931284,Home Office
0.1136982222309527,3,5,1,Rainy,1747931284,Kitchen
0.6542581670183576,3,6,6,Rainy,1747931284,Wine Cellar
0.0,3,7,4,Rainy,1747931284,Garage
0.3334459563910726,3,8,1,Rainy,1747931284,Kitchen
0.3925003647189024,3,9,1,Rainy,1747931284,Kitchen
0.0,3,10,1,Rainy,1747931284,Kitchen
0.3506500379505649,3,11,8,Rainy,1747931284,Barn
1.2,3,12,7,Rainy,1747931284,Utility
0.0,3,13,1,Rainy,1747931284,Kitchen
0.1907031285517026,3,14,2,Rainy,1747931284,Living Room
