weather_id,temperature,humidity,pressure,summary,wind_speed,cloud_cover,precip_intensity,precip_probability,apparent_temperature,dew_point,wind_bearing,visibility
1,7.49080237694725,0.824313982578672,1021.6667810252627,Rainy,10.896955181690313,0.7584250178691111,4.718219772495081,0.9360678500112383,19.2605021384802,0.7454431977829508,82,14.054064648584275
2,15.593820005455385,0.7312392485392938,997.3913901893058,Cloudy,13.192587327894845,0.16161981128587144,0.11615111071164265,0.13787613483778405,-13.091877550819774,7.30455063867495,172,8.531876007629876
3,3.119890406724053,0.7738872250527901,981.712728681332,Rainy,15.014590139986943,0.5579807387826399,9.573103633596858,0.7800911291874559,39.17477351800615,-5.107163646950735,172,7.107669326418441
4,6.674172222780436,0.6807749177681509,993.7140188112566,Cloudy,5.648617973730234,0.39072836561361324,0.1847367191131281,0.20309895778273093,-12.648189872655418,2.9616019540040384,281,12.72149516020762
5,0.41168988591604894,0.7595310342450763,1029.4972805037862,Cloudy,7.94762780970633,0.0934079719752956,0.4347394011251784,0.23550904576950485,15.913067776277568,-14.140364225208232,69,6.768829401594514
6,4.246782213565523,0.6573563696974574,1013.8334377832941,Cloudy,1.880722088685327,0.35667097414176474,0.27604834574006354,0.15601698873191244,-12.058125218059132,0.3484647030663872,322,7.53748720394892
7,12.349630192554331,0.5572862321034918,1025.0427414988565,Clear,5.528833811667921,0.31234910188551357,0.0,0.0,-10.72799409153011,-15.91508814817007,5,6.006443943119625
8,8.638900372842315,0.895717275529217,1018.7432633750553,Rainy,10.40381046503109,0.44760294032021697,3.566726500695351,0.9484789652117671,38.23225885547352,-17.791006252295425,283,7.678743160746693
9,7.9972194343051095,0.7074016131343159,1006.9852757663315,Cloudy,7.262014732680209,0.8971863409646189,0.24943088207457592,0.2840419415917529,30.949532817746615,18.575796201969723,194,9.103350662149783
10,7.327236865873834,0.5957187620033059,987.434443619749,Cloudy,0.6676720357276245,0.36369312475614024,0.556345993478897,0.27943378881070546,-3.1835296053065125,-10.771328713426628,12,5.641578619429911
11,12.367720186661746,0.5698600148546942,997.4322239177859,Clear,16.407550148979468,0.31316199481728235,0.0,0.0,22.22807839285523,5.881989810756998,62,13.717089108973004
12,11.84829137724085,0.7946543706037142,1009.1870112637112,Cloudy,2.352879763186504,0.7397303320855406,0.9709802893930499,0.3570621808225283,32.680774105872935,-13.29577587155034,12,10.136747922166856
13,13.606150771755594,0.6559833830654968,1023.5316174365996,Cloudy,2.4486779671788206,0.7251855480273908,0.9895743904708689,0.24560769494796617,38.37543848201188,-8.186259309081889,248,10.881036318885304
14,18.977710745066666,0.4619936372936419,993.433752293245,Clear,19.941563141633235,0.9797824578545219,0.0,0.0,13.09841561034878,-3.739726110373205,204,8.712857564334545
15,7.708330050798322,0.7669374276283965,986.0613434670115,Cloudy,1.8606097292005441,0.029364159102392318,0.21684380405654582,0.3060582993025087,38.84999264407225,-13.53456036403534,252,11.698352295539118
16,13.684660530243137,0.8219917005331124,1007.9416158777409,Cloudy,19.469147799523462,0.33684050186110326,0.2887776529153132,0.21370813786572923,15.471004363053694,-17.931696634500035,39,9.317817358510307
17,12.199933155652419,0.46905804549610564,988.8250611259028,Clear,18.364159992455505,0.11074844531895811,0.0,0.0,26.293682530661464,19.472191090810497,164,12.61313774539245
18,18.186408041575643,0.612992778589945,1010.5180884660954,Clear,19.76131133305548,0.9012960107746488,0.0,0.0,43.74176156550835,-19.467522385410255,30,13.214021435154072
19,15.10722820635305,0.5856253756119277,993.1760721241866,Clear,6.28121589985464,0.2543219811783167,0.0,0.0,-0.8428926483283945,-17.24055577242195,16,11.718491118865227
20,10.934205586865593,0.6409084759058827,991.5481502150312,Clear,17.596438279033904,0.5254349125456929,0.0,0.0,-4.888723435051311,16.22824723726461,136,9.913356191742306
21,16.84569549189997,0.4734408711248287,999.9590382494446,Clear,2.258864168223471,0.08717946783183117,0.0,0.0,5.5211294986722095,-7.309624845212479,319,12.822693506022276
22,17.896547008552975,0.6208690675394899,1009.6595878778973,Clear,8.402374556954499,0.9053598742778703,0.0,0.0,-5.1360586367814385,12.526913550161382,312,9.942853114048491
23,6.530815376116708,0.8320541679958069,1007.2658836474657,Cloudy,8.710109087963186,0.5772497307686131,0.2721343761231281,0.2841332256447098,2.0497683422924524,-13.41984128519388,164,6.115099043695688
24,0.9045457782107613,0.8365804592237774,992.236723861749,Cloudy,5.0794974914404944,0.031115599917357684,0.8255762929034117,0.35312119792201735,29.579119402236238,-9.32232131314763,280,6.163402232441062
25,16.57475018303859,0.6419550872160986,1024.555833722669,Clear,2.126874525115492,0.31491958861296765,0.0,0.0,13.651442155277234,5.774943246864705,222,14.485831396330012
26,12.140684953733693,0.6263187513484153,985.4940984867601,Cloudy,13.105648193833163,0.9917426171678388,0.713502534161458,0.1501396034413664,7.5024776696941124,24.488612732017756,121,7.135630084578761
27,16.043939615080795,0.6519818170385604,981.9733781537168,Cloudy,17.327730285026842,0.21552986879133185,0.16937021075631464,0.20211402780000248,7.123440316547583,-16.694998842834956,77,13.159249910219764
